SDJWT,HMAC,Merkle,Monoclaim,BBSPlus,PS,CL
5842,5980,2006,480,8740,1778,996394
6514,7638,2190,1771,8343,2104,900680
7207,9322,2578,3083,7983,2491,805038
7900,10999,2788,4395,7622,2860,709288
8594,12688,3300,5707,7259,3247,613626
9287,14367,3540,7019,6887,3612,517983
9980,16052,3904,8331,6528,3982,422310
10674,17738,4111,9643,6166,4360,326630
11367,19410,4500,10955,5800,4718,230992
12060,21107,4718,12267,5438,5100,135322
