SDJWT,HMAC,Merkle,Monoclaim,BBSPlus,PS,CL
2010,2135,1703,480,3219,1798,253438
2178,2556,1636,803,3118,1862,229532
2346,2982,1724,1126,3014,1954,205616
2514,3415,1650,1448,2918,2047,181690
2682,3808,1887,1771,2828,2124,157728
2855,4230,1834,2099,2744,2243,133799
3028,4648,1944,2427,2646,2331,109915
3202,5064,1868,2755,2552,2415,85971
3375,5472,1970,3083,2463,2506,62051
3548,5900,1904,3411,2364,2592,38119
