SDJWT,HMAC,Merkle,Monoclaim,BBSPlus,PS,CL
103,105,102,97,10282,3100,115042
104,110,103,177,10280,3329,104435
104,115,103,257,10279,3546,93815
105,120,103,337,10293,3767,83099
106,125,105,418,10287,3991,72426
106,131,105,498,10285,4212,61717
107,134,105,578,10288,4436,51143
108,139,106,659,10289,4661,40542
109,144,108,739,10287,4885,29875
110,148,108,818,10290,5099,19205
