SDJWT,HMAC,Merkle,Monoclaim,BBSPlus,PS,CL
4575,4690,1843,480,6902,1786,748935
5079,5940,1790,1448,6602,2042,677136
5594,7210,2084,2427,6328,2312,605406
6114,8471,2350,3411,6050,2599,533619
6634,9747,2626,4395,5776,2878,461810
7154,11011,2603,5379,5506,3151,390102
7674,12300,3179,6363,5242,3442,318251
8194,13568,3306,7347,4962,3724,246503
8714,14838,3744,8331,4683,3995,174726
9234,16130,3723,9315,4422,4276,102979
