SDJWT,HMAC,Merkle,Monoclaim,BBSPlus,PS,CL
5222,5326,2006,480,7823,1786,872948
5810,6774,1848,1610,7478,2080,789191
6414,8250,2171,2755,7146,2412,705420
7020,9727,2506,3903,6830,2735,621698
7627,11226,2836,5051,6512,3055,537915
8234,12710,3142,6199,6196,3414,454187
8840,14172,3463,7347,5883,3712,370414
9447,15647,3800,8495,5562,4050,286648
10054,17126,4111,9643,5236,4359,202942
10660,18598,3998,10791,4923,4686,119184
