SDJWT,HMAC,Merkle,Monoclaim,BBSPlus,PS,CL
108,110,103,97,21726,3099,283052
110,123,103,297,21740,3658,256307
111,135,105,499,21738,4219,229661
113,146,106,699,21739,4778,203102
115,158,110,900,21747,5327,176391
116,169,112,1101,21750,5877,149871
118,182,114,1299,21739,6420,123201
120,195,116,1501,21751,6977,96606
122,207,118,1701,21753,7524,69974
124,218,119,1902,21756,8072,43333
