SDJWT,HMAC,Merkle,Monoclaim,BBSPlus,PS,CL
39,39,44,34,24666,9273,453056
40,40,44,35,23917,22728,409049
41,42,45,38,23167,32950,365107
41,42,45,39,22425,39877,321121
41,44,46,41,21684,43498,277021
43,45,47,43,20932,43927,233015
43,46,48,44,20184,41187,189041
45,47,48,46,19434,35284,145047
45,48,50,48,18690,25758,101051
46,49,50,49,17940,13189,57006
