SDJWT,HMAC,Merkle,Monoclaim,BBSPlus,PS,CL
3298,3411,1842,480,5056,1774,501148
3634,4247,1863,1126,4862,1944,453318
3970,5084,2026,1771,4656,2128,405502
4316,5919,2083,2427,4479,2294,357642
4663,6772,2414,3083,4300,2490,309778
5010,7626,2447,3739,4119,2671,261980
5356,8463,2624,4395,3936,2851,214088
5703,9300,2672,5051,3759,3036,166243
6050,10164,2844,5707,3571,3235,118404
6396,11011,2880,6363,3402,3436,70534
