SDJWT,HMAC,Merkle,Monoclaim,BBSPlus,PS,CL
7144,7254,1996,480,10575,1776,1244506
7990,9346,2127,2099,10092,2228,1124824
8856,11440,2602,3739,9642,2696,1005271
9723,13551,2756,5379,9167,3159,885466
10590,15671,3531,7019,8734,3622,765847
11456,17798,3839,8659,8284,4095,646323
12323,19914,4147,10299,7820,4558,526687
13190,22030,4795,11939,7370,5023,407010
14056,24122,5418,13579,6919,5492,287434
14923,26243,5568,15219,6458,5960,167804
