SDJWT,HMAC,Merkle,Monoclaim,BBSPlus,PS,CL
33,33,36,30,7597,3143,116827
32,33,36,31,7413,3757,105859
33,33,36,31,7221,4164,94829
33,34,36,32,7035,4388,83822
33,34,37,32,6853,4394,72791
33,34,36,33,6665,4211,61796
33,34,37,33,6474,3814,50794
34,35,37,34,6290,3243,39817
34,35,37,34,6106,2402,28770
34,35,37,35,5921,1357,17758
