SDJWT,HMAC,Merkle,Monoclaim,BBSPlus,PS,CL
42,41,46,35,30349,11275,565082
42,42,45,37,29413,32610,510095
43,44,47,39,28479,48839,455079
44,46,47,41,27556,59924,400089
45,47,49,44,26616,65992,345106
45,49,50,46,25684,67003,290082
46,50,51,48,24749,63054,235124
48,52,53,50,23815,53850,180140
48,53,54,52,22888,39537,125151
49,54,54,54,21952,20592,70156
