SDJWT,HMAC,Merkle,Monoclaim,BBSPlus,PS,CL
6500,6618,2003,480,9646,1807,1120724
7259,8474,2086,1935,9219,2192,1013023
8039,10358,2510,3411,8807,2615,905354
8819,12272,2619,4887,8407,3010,797698
9599,14176,3334,6363,7992,3452,690011
10379,16066,3455,7839,7584,3866,582328
11159,17947,3880,9315,7180,4288,474694
11939,19842,3995,10791,6770,4702,366942
12719,21755,4883,12267,6360,5122,259306
13499,23660,5146,13743,5956,5542,151598
