SDJWT,HMAC,Merkle,Monoclaim,BBSPlus,PS,CL
112,115,103,97,33185,3102,450394
115,134,106,418,33192,3995,407963
117,153,110,739,33180,4881,365440
120,172,113,1059,33193,5763,322662
123,191,116,1381,33197,6645,280230
126,211,119,1700,33202,7524,237646
130,230,122,2021,33196,8394,195053
133,251,124,2340,33202,9274,152425
136,271,127,2662,33209,10160,110158
140,291,129,2981,33219,11042,67370
