SDJWT,HMAC,Merkle,Monoclaim,BBSPlus,PS,CL
105,107,103,97,14096,3099,170731
106,114,102,217,14099,3440,154853
107,122,103,337,14099,3769,138875
107,128,105,458,14102,4111,122914
109,136,106,579,14102,4440,106991
110,143,106,699,14105,4777,90983
111,150,109,819,14110,5102,75135
112,157,110,939,14109,5428,59121
113,165,112,1060,14105,5761,43190
114,171,112,1179,14104,6090,27271
