SDJWT,HMAC,Merkle,Monoclaim,BBSPlus,PS,CL
111,113,103,97,29362,3095,394537
113,130,105,378,29373,3875,357530
115,147,107,657,29372,4662,320174
118,163,111,939,29376,5435,282886
120,180,114,1219,29382,6198,245687
123,197,117,1497,29386,6971,208508
127,214,119,1779,29388,7742,171208
129,231,121,2062,29391,8501,133949
131,249,124,2339,29397,9268,96791
136,267,125,2621,29393,10039,59501
