SDJWT,HMAC,Merkle,Monoclaim,BBSPlus,PS,CL
3924,4051,1858,480,5980,1804,625123
4344,5095,1767,1287,5734,2010,565302
4770,6123,1988,2099,5498,2240,505467
5203,7190,1920,2919,5264,2452,445652
5636,8250,2463,3739,5038,2695,385830
6070,9300,2528,4559,4803,2936,325986
6503,10359,2618,5379,4583,3168,266226
6936,11396,3007,6199,4362,3395,206391
7370,12444,3406,7019,4130,3636,146544
7803,13471,3323,7839,3904,3864,86740
