SDJWT,HMAC,Merkle,Monoclaim,BBSPlus,PS,CL
114,117,103,97,36995,3102,506655
116,137,106,457,37001,4109,458976
119,158,110,819,37013,5103,411014
123,181,113,1178,37008,6096,362976
126,202,118,1538,37010,7091,315188
130,225,120,1899,37019,8073,267338
133,247,122,2259,37022,9052,219653
137,269,125,2618,37020,10054,171634
141,293,130,2980,37024,11046,123794
144,315,132,3338,37042,12039,75638
