SDJWT,HMAC,Merkle,Monoclaim,BBSPlus,PS,CL
35,35,38,31,13286,5185,229135
35,35,39,32,12912,8245,207013
35,36,39,33,12542,10509,185058
36,36,39,34,12165,11975,162966
37,37,40,35,11798,12607,140909
37,38,40,36,11419,12406,118865
37,38,40,37,11046,11403,96863
38,39,41,38,10673,9515,74851
38,39,41,39,10300,6879,52831
38,40,41,40,9924,3499,30831
