SDJWT,HMAC,Merkle,Monoclaim,BBSPlus,PS,CL
38,37,41,32,18981,7190,340733
38,38,41,34,18418,14519,307708
38,39,41,36,17853,20022,274764
39,40,42,37,17295,23677,241768
40,41,43,38,16733,25510,208792
40,41,43,39,16174,25422,175837
41,42,44,41,15613,23662,142829
41,43,44,42,15052,20002,109858
42,44,45,44,14498,14522,76908
42,44,45,44,13931,7264,43884
