SDJWT,HMAC,Merkle,Monoclaim,BBSPlus,PS,CL
102,104,102,97,6468,3099,59161
102,106,102,137,6465,3209,53807
102,108,102,177,6465,3330,48453
103,111,102,217,6470,3435,43137
103,113,103,257,6468,3550,37818
103,115,102,297,6470,3658,32585
103,118,103,338,6475,3765,27181
103,121,103,378,6468,3879,21858
104,123,103,418,6466,3992,16489
104,126,103,458,6469,4111,11188
