SDJWT,HMAC,Merkle,Monoclaim,BBSPlus,PS,CL
46,46,52,37,47406,17362,900727
48,49,54,41,45923,73473,812724
50,52,55,45,44428,116427,724956
52,55,58,48,42925,146568,637016
54,58,59,52,41440,163581,549065
56,61,61,56,39950,167642,461469
57,63,63,58,38494,159077,373510
59,66,66,62,36964,137494,285452
60,69,68,65,35468,102094,197682
61,71,69,70,33976,53913,109737
