SDJWT,HMAC,Merkle,Monoclaim,BBSPlus,PS,CL
115,118,103,97,40806,3102,563205
118,142,106,498,40813,4218,510075
122,165,111,898,40821,5327,456876
126,189,114,1299,40828,6418,403476
129,214,119,1698,40832,7525,350210
133,238,121,2100,40825,8611,296963
138,263,125,2497,40836,9717,243696
142,287,130,2897,40850,10828,190591
146,313,134,3300,40851,11915,137219
150,339,136,3702,40842,13009,83828
